market_id,ts,window_start_ts,window_end_ts,side,token_price,chainlink_open_price,chainlink_ref_price,chainlink_close_price,binance_mid_price,sigma_intraround_per_s,sigma_hourly_per_s,hour_return,orderbook_imbalance,bid_depth_1,ask_depth_1,source
btc-updown-5m-1776323700,1776323940,1776323700,1776324000,UP,0.01,86504.93998140175,86467.64919658023,86469.54560752459,86464.84121513541,8.470189190509062e-05,5.44942279613847e-05,0.002025898874736495,-0.0005994948596027283,125.273964395496,498.81805111765294,synthetic_fixture_not_real_history
btc-updown-5m-1776323700,1776323970,1776323700,1776324000,UP,0.01,86504.93998140175,86470.69438247068,86469.54560752459,86470.62663078128,8.470189190509062e-05,5.44942279613847e-05,0.002025898874736495,-0.35288362457526545,72.63158256831639,321.1741000174832,synthetic_fixture_not_real_history
btc-updown-5m-1776323700,1776323985,1776323700,1776324000,UP,0.01,86504.93998140175,86472.2463004533,86469.54560752459,86469.6237417092,8.470189190509062e-05,5.44942279613847e-05,0.002025898874736495,-0.3364722938480429,203.17725752313765,498.1382625152464,synthetic_fixture_not_real_history
btc-updown-5m-1776323700,1776323990,1776323700,1776324000,UP,0.01,86504.93998140175,86459.23510848399,86469.54560752459,86457.97906295439,8.470189190509062e-05,5.44942279613847e-05,0.002025898874736495,0.46077970223449805,25.510890532553425,365.9464732928934,synthetic_fixture_not_real_history
btc-updown-5m-1776324000,1776324180,1776324000,1776324300,UP,0.03,86451.6889888683,86395.27489456107,86381.46957771991,86397.11761299788,5.7413391587318744e-05,5.001984781181444e-05,-0.009027582982339164,0.47585294037819403,146.42674436052357,260.2813342641432,synthetic_fixture_not_real_history
btc-updown-5m-1776324000,1776324210,1776324000,1776324300,UP,0.02,86451.6889888683,86403.66270709723,86381.46957771991,86408.82049115529,5.7413391587318744e-05,5.001984781181444e-05,-0.009027582982339164,0.4705185698367669,163.2534998953438,326.6957575356825,synthetic_fixture_not_real_history
btc-updown-5m-1776324000,1776324240,1776324000,1776324300,UP,0.01,86451.6889888683,86391.57866655193,86381.46957771991,86390.63461875099,5.7413391587318744e-05,5.001984781181444e-05,-0.009027582982339164,0.36251080007515124,278.90193445742034,393.74070974266795,synthetic_fixture_not_real_history
btc-updown-5m-1776324000,1776324270,1776324000,1776324300,UP,0.01,86451.6889888683,86387.34482471482,86381.46957771991,86387.3282073487,5.7413391587318744e-05,5.001984781181444e-05,-0.009027582982339164,-0.0758439429953269,29.348836345199505,465.9673358070162,synthetic_fixture_not_real_history
btc-updown-5m-1776324000,1776324285,1776324000,1776324300,UP,0.01,86451.6889888683,86390.38228920895,86381.46957771991,86387.00460502674,5.7413391587318744e-05,5.001984781181444e-05,-0.009027582982339164,-0.09248587459733856,47.804079917210025,441.4446076179395,synthetic_fixture_not_real_history
btc-updown-5m-1776324000,1776324290,1776324000,1776324300,UP,0.01,86451.6889888683,86385.20444348257,86381.46957771991,86384.84560794765,5.7413391587318744e-05,5.001984781181444e-05,-0.009027582982339164,0.08599046331661378,53.22200886482413,385.0890393234711,synthetic_fixture_not_real_history
btc-updown-5m-1776324300,1776324480,1776324300,1776324600,UP,0.03,86383.26877191667,86340.11066729178,86321.60944154831,86340.94054731293,8.527441791136676e-05,5.692754830230266e-05,-0.004173197203345275,0.13929608877945834,370.36691316318854,116.55251042705403,synthetic_fixture_not_real_history
btc-updown-5m-1776324300,1776324510,1776324300,1776324600,UP,0.02,86383.26877191667,86332.13302504481,86321.60944154831,86339.96032677108,8.527441791136676e-05,5.692754830230266e-05,-0.004173197203345275,0.2498780576394535,230.28804027896194,268.4364036970835,synthetic_fixture_not_real_history
btc-updown-5m-1776324300,1776324540,1776324300,1776324600,UP,0.01,86383.26877191667,86334.41256424229,86321.60944154831,86335.68597526863,8.527441791136676e-05,5.692754830230266e-05,-0.004173197203345275,-0.06191443785254466,302.388184859472,130.45507164635694,synthetic_fixture_not_real_history
btc-updown-5m-1776324300,1776324570,1776324300,1776324600,UP,0.01,86383.26877191667,86327.20289830829,86321.60944154831,86328.17943686632,8.527441791136676e-05,5.692754830230266e-05,-0.004173197203345275,0.2311029572700989,129.8920562293541,454.60160624294144,synthetic_fixture_not_real_history
btc-updown-5m-1776324300,1776324585,1776324300,1776324600,UP,0.01,86383.26877191667,86325.30457754283,86321.60944154831,86324.5381014667,8.527441791136676e-05,5.692754830230266e-05,-0.004173197203345275,-0.16199536563100478,341.1093335822147,122.83366753781053,synthetic_fixture_not_real_history
btc-updown-5m-1776324300,1776324590,1776324300,1776324600,UP,0.01,86383.26877191667,86330.18636625978,86321.60944154831,86334.6668561928,8.527441791136676e-05,5.692754830230266e-05,-0.004173197203345275,0.17104309332528447,246.8820926296612,396.61732365956163,synthetic_fixture_not_real_history
btc-updown-5m-1776324600,1776324780,1776324600,1776324900,UP,0.03,86329.54187243152,86295.47748069963,86278.99288021807,86291.63812948538,7.518329844695662e-05,6.406103803589644e-05,-0.0048640814284865155,0.5841652113659661,67.24057815294026,213.25821540908902,synthetic_fixture_not_real_history
btc-updown-5m-1776324600,1776324810,1776324600,1776324900,UP,0.02,86329.54187243152,86287.42259205025,86278.99288021807,86291.78196809924,7.518329844695662e-05,6.406103803589644e-05,-0.0048640814284865155,-0.15134366607971436,111.30027605158952,235.33450295990332,synthetic_fixture_not_real_history
btc-updown-5m-1776324600,1776324840,1776324600,1776324900,UP,0.01,86329.54187243152,86284.58221253204,86278.99288021807,86285.56816063853,7.518329844695662e-05,6.406103803589644e-05,-0.0048640814284865155,-0.1501935521178995,463.16748765248616,232.70275762565933,synthetic_fixture_not_real_history
btc-updown-5m-1776324600,1776324870,1776324600,1776324900,UP,0.01,86329.54187243152,86286.83980541199,86278.99288021807,86284.33585832205,7.518329844695662e-05,6.406103803589644e-05,-0.0048640814284865155,-0.3494116704751188,499.6555848381088,421.2932408383769,synthetic_fixture_not_real_history
btc-updown-5m-1776324600,1776324885,1776324600,1776324900,UP,0.01,86329.54187243152,86290.83224776408,86278.99288021807,86289.68764828671,7.518329844695662e-05,6.406103803589644e-05,-0.0048640814284865155,0.44869573441430544,99.82933308987873,253.10774021634487,synthetic_fixture_not_real_history
btc-updown-5m-1776324600,1776324890,1776324600,1776324900,UP,0.01,86329.54187243152,86281.42404217357,86278.99288021807,86283.97710126871,7.518329844695662e-05,6.406103803589644e-05,-0.0048640814284865155,-0.3413646000278211,201.90709710891974,492.9482450142684,synthetic_fixture_not_real_history
btc-updown-5m-1776324900,1776325080,1776324900,1776325200,UP,0.03,86273.22955017656,86234.07560210355,86223.46300293505,86232.66176976592,0.00014060433712016675,8.80792938386853e-05,0.013943244049871944,-0.24520317472593586,162.41975623739083,484.9804951851962,synthetic_fixture_not_real_history
btc-updown-5m-1776324900,1776325110,1776324900,1776325200,UP,0.02,86273.22955017656,86231.52149674195,86223.46300293505,86229.97821213992,0.00014060433712016675,8.80792938386853e-05,0.013943244049871944,0.3479755603790641,47.439330995591874,300.4052453403062,synthetic_fixture_not_real_history
btc-updown-5m-1776324900,1776325140,1776324900,1776325200,UP,0.01,86273.22955017656,86223.55283958127,86223.46300293505,86223.46217160516,0.00014060433712016675,8.80792938386853e-05,0.013943244049871944,-0.24256727206051673,481.1738735717362,58.4535033154817,synthetic_fixture_not_real_history
btc-updown-5m-1776324900,1776325170,1776324900,1776325200,UP,0.01,86273.22955017656,86230.00457668025,86223.46300293505,86233.20392741365,0.00014060433712016675,8.80792938386853e-05,0.013943244049871944,0.27521255360409014,132.89786960044697,77.5455746946196,synthetic_fixture_not_real_history
btc-updown-5m-1776324900,1776325185,1776324900,1776325200,UP,0.01,86273.22955017656,86228.09857315477,86223.46300293505,86226.86152272185,0.00014060433712016675,8.80792938386853e-05,0.013943244049871944,0.1945191535334412,317.3031249594095,221.22795936121878,synthetic_fixture_not_real_history
btc-updown-5m-1776324900,1776325190,1776324900,1776325200,UP,0.01,86273.22955017656,86220.34644284127,86223.46300293505,86218.7675000573,0.00014060433712016675,8.80792938386853e-05,0.013943244049871944,0.5347062577364272,118.04441572329749,363.7720643789191,synthetic_fixture_not_real_history
btc-updown-5m-1776325200,1776325380,1776325200,1776325500,DOWN,0.03,86225.92208489259,86255.36654839967,86264.20612235747,86256.62776900374,8.300750745147129e-05,5.9227973832233434e-05,0.00801027151611288,0.39845444085444237,498.1262949704453,55.16514612782384,synthetic_fixture_not_real_history
btc-updown-5m-1776325200,1776325410,1776325200,1776325500,DOWN,0.02,86225.92208489259,86255.1382412655,86264.20612235747,86257.11550171301,8.300750745147129e-05,5.9227973832233434e-05,0.00801027151611288,0.3332593779937091,442.81480336949096,442.04971639258054,synthetic_fixture_not_real_history
btc-updown-5m-1776325200,1776325440,1776325200,1776325500,DOWN,0.01,86225.92208489259,86255.9192886148,86264.20612235747,86257.02768547126,8.300750745147129e-05,5.9227973832233434e-05,0.00801027151611288,0.23374495463980702,357.69916404193805,313.60532754845605,synthetic_fixture_not_real_history
btc-updown-5m-1776325200,1776325470,1776325200,1776325500,DOWN,0.01,86225.92208489259,86267.18547206276,86264.20612235747,86266.88334402202,8.300750745147129e-05,5.9227973832233434e-05,0.00801027151611288,-0.592176892847842,412.20998485542157,163.7018010559894,synthetic_fixture_not_real_history
btc-updown-5m-1776325200,1776325485,1776325200,1776325500,DOWN,0.01,86225.92208489259,86257.2873267719,86264.20612235747,86252.0522554077,8.300750745147129e-05,5.9227973832233434e-05,0.00801027151611288,-0.46570888560663226,75.40576180116906,71.37726930052047,synthetic_fixture_not_real_history
btc-updown-5m-1776325200,1776325490,1776325200,1776325500,DOWN,0.01,86225.92208489259,86259.86486380902,86264.20612235747,86259.18757806887,8.300750745147129e-05,5.9227973832233434e-05,0.00801027151611288,0.0048298270302239155,364.453849826623,117.7267099171774,synthetic_fixture_not_real_history
btc-updown-5m-1776325500,1776325680,1776325500,1776325800,UP,0.03,86246.24320790307,86180.94794888736,86151.56523782793,86181.90922106839,7.25938652617473e-05,8.307466709826851e-05,-0.004678493157643149,-0.3964543109122177,390.137227049421,325.81442110466224,synthetic_fixture_not_real_history
btc-updown-5m-1776325500,1776325680,1776325500,1776325800,DOWN,0.97,86246.24320790307,86180.94794888736,86151.56523782793,86181.90922106839,7.25938652617473e-05,8.307466709826851e-05,-0.004678493157643149,-0.3380447375656518,375.7908360070068,284.8066021406678,synthetic_fixture_not_real_history
btc-updown-5m-1776325500,1776325710,1776325500,1776325800,UP,0.02,86246.24320790307,86175.3708383726,86151.56523782793,86175.52901050214,7.25938652617473e-05,8.307466709826851e-05,-0.004678493157643149,-0.324756139926233,443.89106878406864,453.8857143487487,synthetic_fixture_not_real_history
btc-updown-5m-1776325500,1776325710,1776325500,1776325800,DOWN,0.98,86246.24320790307,86175.3708383726,86151.56523782793,86175.52901050214,7.25938652617473e-05,8.307466709826851e-05,-0.004678493157643149,-0.05440971079447768,420.605609545288,299.60459191510114,synthetic_fixture_not_real_history
btc-updown-5m-1776325500,1776325740,1776325500,1776325800,UP,0.01,86246.24320790307,86169.14101888958,86151.56523782793,86170.22348579088,7.25938652617473e-05,8.307466709826851e-05,-0.004678493157643149,-0.09174165006986632,451.5111145964432,402.13870634626,synthetic_fixture_not_real_history
btc-updown-5m-1776325500,1776325740,1776325500,1776325800,DOWN,0.99,86246.24320790307,86169.14101888958,86151.56523782793,86170.22348579088,7.25938652617473e-05,8.307466709826851e-05,-0.004678493157643149,0.2607025820009028,451.4838255327078,120.83673840308194,synthetic_fixture_not_real_history
btc-updown-5m-1776325500,1776325770,1776325500,1776325800,UP,0.01,86246.24320790307,86159.686427078,86151.56523782793,86160.89033152802,7.25938652617473e-05,8.307466709826851e-05,-0.004678493157643149,0.38011624187144266,444.3846566964843,215.06114711941606,synthetic_fixture_not_real_history
btc-updown-5m-1776325500,1776325770,1776325500,1776325800,DOWN,0.99,86246.24320790307,86159.686427078,86151.56523782793,86160.89033152802,7.25938652617473e-05,8.307466709826851e-05,-0.004678493157643149,0.020661510150712797,94.18560239945822,466.34288753296374,synthetic_fixture_not_real_history
btc-updown-5m-1776325500,1776325785,1776325500,1776325800,UP,0.01,86246.24320790307,86163.39868943964,86151.56523782793,86158.08532884007,7.25938652617473e-05,8.307466709826851e-05,-0.004678493157643149,0.41077171994039685,443.0797782383957,31.897453711130588,synthetic_fixture_not_real_history
btc-updown-5m-1776325500,1776325785,1776325500,1776325800,DOWN,0.99,86246.24320790307,86163.39868943964,86151.56523782793,86158.08532884007,7.25938652617473e-05,8.307466709826851e-05,-0.004678493157643149,0.1365644717550821,179.44902461428575,466.79162530319627,synthetic_fixture_not_real_history
btc-updown-5m-1776325500,1776325790,1776325500,1776325800,UP,0.01,86246.24320790307,86157.04732610213,86151.56523782793,86152.15925197235,7.25938652617473e-05,8.307466709826851e-05,-0.004678493157643149,0.41074931657438896,148.06674060534658,397.93976438502614,synthetic_fixture_not_real_history
btc-updown-5m-1776325500,1776325790,1776325500,1776325800,DOWN,0.99,86246.24320790307,86157.04732610213,86151.56523782793,86152.15925197235,7.25938652617473e-05,8.307466709826851e-05,-0.004678493157643149,-0.49190437359704287,438.64005579492306,432.1247606421352,synthetic_fixture_not_real_history
btc-updown-5m-1776325800,1776325980,1776325800,1776326100,UP,0.03,86162.50321865205,86139.83724333666,86123.7640284493,86140.08804020105,7.934248919152456e-05,8.079054746187879e-05,0.014513506724799818,-0.07173804880229348,434.8894121745374,484.10676994321335,synthetic_fixture_not_real_history
btc-updown-5m-1776325800,1776326010,1776325800,1776326100,UP,0.02,86162.50321865205,86132.60261522465,86123.7640284493,86136.2419097653,7.934248919152456e-05,8.079054746187879e-05,0.014513506724799818,-0.0003216156399391268,490.9518498551649,277.3835515897865,synthetic_fixture_not_real_history
btc-updown-5m-1776325800,1776326040,1776325800,1776326100,UP,0.01,86162.50321865205,86132.38434977003,86123.7640284493,86131.90771890631,7.934248919152456e-05,8.079054746187879e-05,0.014513506724799818,0.5704006110222279,105.71255176278255,482.0164715655466,synthetic_fixture_not_real_history
btc-updown-5m-1776325800,1776326070,1776325800,1776326100,UP,0.01,86162.50321865205,86126.88429268081,86123.7640284493,86128.1162042754,7.934248919152456e-05,8.079054746187879e-05,0.014513506724799818,0.03456375856464436,369.70162911329805,170.5651108135958,synthetic_fixture_not_real_history
btc-updown-5m-1776325800,1776326085,1776325800,1776326100,UP,0.01,86162.50321865205,86121.37412487243,86123.7640284493,86119.46032668796,7.934248919152456e-05,8.079054746187879e-05,0.014513506724799818,-0.014804566655272827,296.7622608783678,142.26680294651933,synthetic_fixture_not_real_history
btc-updown-5m-1776325800,1776326090,1776325800,1776326100,UP,0.01,86162.50321865205,86124.80667326342,86123.7640284493,86124.661352339,7.934248919152456e-05,8.079054746187879e-05,0.014513506724799818,0.5255751654990827,278.4569586045401,365.32639958952586,synthetic_fixture_not_real_history
btc-updown-5m-1776326100,1776326280,1776326100,1776326400,UP,0.03,86121.16831273792,86106.83289359478,86104.32544806566,86111.44826391689,7.969568502428719e-05,7.489069582100727e-05,-0.011907538761222409,0.31975426301395016,164.1546887414068,168.45663786015356,synthetic_fixture_not_real_history
btc-updown-5m-1776326100,1776326310,1776326100,1776326400,UP,0.02,86121.16831273792,86104.99103492944,86104.32544806566,86106.4178137174,7.969568502428719e-05,7.489069582100727e-05,-0.011907538761222409,-0.10434479747405298,81.09814354839355,221.814240210996,synthetic_fixture_not_real_history
btc-updown-5m-1776326100,1776326340,1776326100,1776326400,UP,0.01,86121.16831273792,86113.2399633134,86104.32544806566,86111.81784970917,7.969568502428719e-05,7.489069582100727e-05,-0.011907538761222409,0.5028055457325826,315.4471596566627,164.45593979147137,synthetic_fixture_not_real_history
btc-updown-5m-1776326100,1776326370,1776326100,1776326400,UP,0.01,86121.16831273792,86105.65193913328,86104.32544806566,86105.63010133416,7.969568502428719e-05,7.489069582100727e-05,-0.011907538761222409,-0.1130862831310728,226.3463119951206,298.39269497392735,synthetic_fixture_not_real_history
btc-updown-5m-1776326100,1776326385,1776326100,1776326400,UP,0.01,86121.16831273792,86102.33286345545,86104.32544806566,86099.94640428526,7.969568502428719e-05,7.489069582100727e-05,-0.011907538761222409,0.04215979930480743,122.57667247476815,247.1293692364766,synthetic_fixture_not_real_history
btc-updown-5m-1776326100,1776326390,1776326100,1776326400,UP,0.01,86121.16831273792,86111.05179210026,86104.32544806566,86108.37194897952,7.969568502428719e-05,7.489069582100727e-05,-0.011907538761222409,-0.23030860380194526,60.701857628058434,267.4169647593039,synthetic_fixture_not_real_history
btc-updown-5m-1776326400,1776326580,1776326400,1776326700,DOWN,0.03,86083.4439731156,86136.42355385944,86163.60738879375,86136.96912436612,7.374864974646635e-05,7.527580517507252e-05,-0.00536013297416739,-0.3551574559216498,248.06544522502645,427.8740934198713,synthetic_fixture_not_real_history
btc-updown-5m-1776326400,1776326610,1776326400,1776326700,DOWN,0.02,86083.4439731156,86146.98885559269,86163.60738879375,86148.17011645462,7.374864974646635e-05,7.527580517507252e-05,-0.00536013297416739,0.029765380737713704,113.32891363506047,354.2500402354424,synthetic_fixture_not_real_history
btc-updown-5m-1776326400,1776326640,1776326400,1776326700,DOWN,0.01,86083.4439731156,86146.64791464932,86163.60738879375,86146.71618941726,7.374864974646635e-05,7.527580517507252e-05,-0.00536013297416739,0.05605801111178407,22.661512706255245,380.462948776867,synthetic_fixture_not_real_history
btc-updown-5m-1776326400,1776326670,1776326400,1776326700,DOWN,0.01,86083.4439731156,86156.99294851841,86163.60738879375,86155.77550869927,7.374864974646635e-05,7.527580517507252e-05,-0.00536013297416739,-0.1748538060572659,104.4256072191352,479.82370029417905,synthetic_fixture_not_real_history
btc-updown-5m-1776326400,1776326685,1776326400,1776326700,DOWN,0.01,86083.4439731156,86158.798924109,86163.60738879375,86158.70550252889,7.374864974646635e-05,7.527580517507252e-05,-0.00536013297416739,-0.3508017203400283,427.20144672879667,239.10167622568284,synthetic_fixture_not_real_history
btc-updown-5m-1776326400,1776326690,1776326400,1776326700,DOWN,0.01,86083.4439731156,86163.34501295937,86163.60738879375,86159.70709749387,7.374864974646635e-05,7.527580517507252e-05,-0.00536013297416739,0.38789245306644804,305.81711286532146,476.01901205271486,synthetic_fixture_not_real_history
btc-updown-5m-1776326700,1776326880,1776326700,1776327000,DOWN,0.03,86200.45182409411,86243.80961922757,86257.7889526621,86241.24014339918,0.00010200552017273035,8.237561263746369e-05,-0.0069468833037261545,-0.12532556317694668,144.41194326320928,138.6750740046366,synthetic_fixture_not_real_history
btc-updown-5m-1776326700,1776326910,1776326700,1776327000,DOWN,0.02,86200.45182409411,86238.28133792746,86257.7889526621,86234.92638123817,0.00010200552017273035,8.237561263746369e-05,-0.0069468833037261545,-0.0787001871720179,320.839249751255,151.80677452041837,synthetic_fixture_not_real_history
btc-updown-5m-1776326700,1776326940,1776326700,1776327000,DOWN,0.01,86200.45182409411,86251.08467897454,86257.7889526621,86252.0777558736,0.00010200552017273035,8.237561263746369e-05,-0.0069468833037261545,-0.3282848929178154,173.4605928410059,279.2730668088591,synthetic_fixture_not_real_history
btc-updown-5m-1776326700,1776326970,1776326700,1776327000,DOWN,0.01,86200.45182409411,86254.89137126405,86257.7889526621,86256.32511910234,0.00010200552017273035,8.237561263746369e-05,-0.0069468833037261545,0.09394981229905228,359.0811880133851,50.82984834266148,synthetic_fixture_not_real_history
btc-updown-5m-1776326700,1776326985,1776326700,1776327000,DOWN,0.01,86200.45182409411,86250.82406589278,86257.7889526621,86252.59924287768,0.00010200552017273035,8.237561263746369e-05,-0.0069468833037261545,-0.18422576589684406,119.28050696691692,221.6688885312443,synthetic_fixture_not_real_history
btc-updown-5m-1776326700,1776326990,1776326700,1776327000,DOWN,0.01,86200.45182409411,86260.8692809189,86257.7889526621,86258.93969970843,0.00010200552017273035,8.237561263746369e-05,-0.0069468833037261545,0.09552298649796806,431.2313755058884,387.48539653667336,synthetic_fixture_not_real_history
btc-updown-5m-1776327000,1776327180,1776327000,1776327300,UP,0.03,86255.04750639312,86195.87147908744,86174.50658536892,86197.96146745897,0.0001303409324670095,8.340515777560971e-05,0.0005940486486439194,0.1461323097338391,309.5612426917958,125.85857327543307,synthetic_fixture_not_real_history
btc-updown-5m-1776327000,1776327210,1776327000,1776327300,UP,0.02,86255.04750639312,86196.0982423095,86174.50658536892,86198.81413141564,0.0001303409324670095,8.340515777560971e-05,0.0005940486486439194,-0.3709751800532848,181.34218097522358,345.98810481360783,synthetic_fixture_not_real_history
btc-updown-5m-1776327000,1776327240,1776327000,1776327300,UP,0.01,86255.04750639312,86186.17743438877,86174.50658536892,86187.05584275664,0.0001303409324670095,8.340515777560971e-05,0.0005940486486439194,0.06739014923231015,81.26134269495714,318.68334126755104,synthetic_fixture_not_real_history
btc-updown-5m-1776327000,1776327270,1776327000,1776327300,UP,0.01,86255.04750639312,86185.66494855209,86174.50658536892,86186.10133805378,0.0001303409324670095,8.340515777560971e-05,0.0005940486486439194,0.16439198302477412,33.00898224334997,328.5198310444812,synthetic_fixture_not_real_history
btc-updown-5m-1776327000,1776327285,1776327000,1776327300,UP,0.01,86255.04750639312,86181.11671981848,86174.50658536892,86183.2834885939,0.0001303409324670095,8.340515777560971e-05,0.0005940486486439194,-0.34971536651137247,201.969854810307,121.59693642151113,synthetic_fixture_not_real_history
btc-updown-5m-1776327000,1776327290,1776327000,1776327300,UP,0.01,86255.04750639312,86173.41875292637,86174.50658536892,86177.2939794259,0.0001303409324670095,8.340515777560971e-05,0.0005940486486439194,-0.020873784435863713,380.96471530629674,419.32365687453085,synthetic_fixture_not_real_history
btc-updown-5m-1776327300,1776327480,1776327300,1776327600,UP,0.03,86174.30320530353,86130.10747605766,86113.75950348127,86126.46060745436,9.719266534498726e-05,8.999585228291443e-05,0.003306978690379994,0.2517546552438894,382.0319379485726,475.8136317036747,synthetic_fixture_not_real_history
btc-updown-5m-1776327300,1776327510,1776327300,1776327600,UP,0.02,86174.30320530353,86129.60141833256,86113.75950348127,86130.09945157594,9.719266534498726e-05,8.999585228291443e-05,0.003306978690379994,-0.24761765421520962,80.586067939619,341.3402454175571,synthetic_fixture_not_real_history
btc-updown-5m-1776327300,1776327540,1776327300,1776327600,UP,0.01,86174.30320530353,86121.35784613604,86113.75950348127,86120.64911224498,9.719266534498726e-05,8.999585228291443e-05,0.003306978690379994,0.2994649712461508,388.1110872109956,100.5387888165451,synthetic_fixture_not_real_history
btc-updown-5m-1776327300,1776327570,1776327300,1776327600,UP,0.01,86174.30320530353,86113.35940381754,86113.75950348127,86110.68317363816,9.719266534498726e-05,8.999585228291443e-05,0.003306978690379994,-0.28546712862110235,413.2645636693208,483.06597105636206,synthetic_fixture_not_real_history
btc-updown-5m-1776327300,1776327585,1776327300,1776327600,UP,0.01,86174.30320530353,86117.11892362667,86113.75950348127,86117.48909971779,9.719266534498726e-05,8.999585228291443e-05,0.003306978690379994,-0.0880427556053048,345.1266976881962,479.9229623388301,synthetic_fixture_not_real_history
btc-updown-5m-1776327300,1776327590,1776327300,1776327600,UP,0.01,86174.30320530353,86110.05160933368,86113.75950348127,86112.52662744129,9.719266534498726e-05,8.999585228291443e-05,0.003306978690379994,-0.32400352215694006,351.49491964783056,321.07634988850134,synthetic_fixture_not_real_history
btc-updown-5m-1776327600,1776327780,1776327600,1776327900,DOWN,0.03,86161.2925231888,86205.61222929206,86227.5026983324,86203.27376244482,8.00639553085454e-05,5.0447477928029183e-05,0.008224001202325623,-0.17162198676525556,197.87402058466697,262.8611790449974,synthetic_fixture_not_real_history
